"filename", "language", "SCSS", "XML", "TypeScript", "HTML", "JSON with Comments", "JSON", "Markdown", "JavaScript", "SQL", "comment", "blank", "total"
"/Users/darrellparkhouse/projects/angular/kaylios/client/src/main.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/Users/darrellparkhouse/projects/angular/kaylios/client/src/styles.scss", "SCSS", 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 23
"/Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.app.json", "JSON", 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 1, 15
"/Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 1, 34
"/Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.spec.json", "JSON", 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 1, 15
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/follow_system.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/relation.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/darrellparkhouse/projects/angular/kaylios/server/database/db.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 5, 38
"/Users/darrellparkhouse/projects/angular/kaylios/server/server.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"/Users/darrellparkhouse/projects/angular/kaylios/server/utility/getResults.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"Total", "-", 391, 85, 599, 250, 32, 13067, 15, 27, 33, 16, 313, 14828
